,Title,Abstract,Owner,field,Key word,country,State,City,Target group
94,بررسی و شناسایی روش های مختلف بازیابی انرژی از پسماند با تاکید بر انتخاب مناسب ترین روش جهت بازیافت انرژی از پسماندهای شهر رشت,یکی از معضلات اساسی و بسیار مهم استا ن گیلان، دفع پسماند یا زباله شهری می باشد. در استان گیلان به دلیل پوشش گیاهی و وجود جنگل ها و مزارع پیوسته و تراکم جمعیت در سطح استان ، محل مناسبی برای دفن پسماند شهری وجود ندارد و دفن زباله یا انباشت آن در یک  محیط مشخص ، باعث آلودگی بسیارشدید می گردد که برای همگان کاملاً مشهود است و موجب نارضایتی های بسیاری شده است در حال حاضر زباله های 17 شهر وارد رشت می شود که میزان آن 1100 تن است که مقدار زیادی است که نیازمند تدابیر و راهکار اجرایی است.,استانداری گیلان,فنی و مهندسی,['پسماند،زباله شهری، دفن زباله،مدفن، استحصال انرژی'],ایران,گیلان,رشت,
95,دستگاه هشدار افت فشار,ساخت دستگاهی که قابلیت نصب بر روی علمک گاز داشته باشد و در محدوده افت فشار شبکه به کمتر از 20 پوند با به صدا در آوردن آژیر هشدار اعلام خطر نماید(برای نصب در محل پست های امداد),شرکت گاز استان خوزستان,فنی و مهندسی,['علمک گاز'],ایران,خوزستان,اهواز,
96,تهیه فیلر LED,منظور از فیلر LED مایع چسب مانندی است که به داخل PATCH  های LED تزریق میگردد .اطلاعات زیادی از ترکیب داخلی آن نداریم ولی میتوانیم نمونه جهت آنالیز تقدیم نماییم.,شرکت الکتروپیک,فنی و مهندسی,['فیلر، چسب'],ایران,مرکزی,آشتیان,
97,کنترل آلودگی علف هرز گل جالیز در مزارع کلزای کشت و صنعت دهلران,گل جالیز دارای ساقه گوشتی فلس دار به رنگ زرد تا ارغوانی بوده و ارتفاع آن بین 15 تا 40 سانتی متر می رسد. گل جالیز فاقد ریشه های نازک و باریک بوده و به همین دلیل نمی تواند آب و غذا را از خاک جذب کند و چون برگ و سبزینه (کلروفیل) هم ندارد نمی تواند نور خورشید را جذب کرده و به وسیله آن غذا بسازد و به همین دلیل برای ادامه زندگی به صورت انگل به ریشه بعضی گیاهان متصل شده و از شیره گیاه میزبان تغذیه می کند.,پارک علم و فناوری استان مرکزی,کشاورزی و منابع طبیعی,['علف هرز، آلودگی'],,,ایلام,
98,بررسی اثرات بازچرخانی آب از زهکش‌های دشت مغان بر روی خاک زراعی,بازچرخانی و استفاده مجدد از زه‌آب کشاورزی به‌عنوان یک منبع آب غیرمتعارف و یکی از مولفه‌های اصلی تلفات غیرقابل بازیافت آب در شبکه آبیاری و زهکشی مغان، راهکاری موثر در جهت افزایش آب کشاورزی قابل دسترس، بهبود بهره‌وری مصرف آب و یکی از راه‌کارهای موثر جهت تخفیف اثرات زیست محیطی زهکشی در سطح شبکه به‌شمار می‌رود. در پژوهش حاضر، با انتخاب تعدادی از مزارع بهره‌برداران در سطح شبکه آبیاری و زهکشی مغان، اثرات استفاده مجدد از زه‌آب بازیابی شده برای آبیاری در بر ویژگی‌های فیزیکی و شیمیایی خاک مورد بررسی قرار خواهد گرفت و راهکارهای پایدار استفاده مجدد از زه‌آب در اراضی شبکه توسعه خواهد یافت.,مرکز تحقیقات و آموزش کشاورزی و منابع طبیعی استان اردبیل (مغان),کشاورزی و منابع طبیعی,['بازچرخانی آب، زهکش، مغان'],ایران,اردبیل,پارس آباد,
99,سنبه شلیک اشتوسبانک,متریال می بایست فورج باشد تلرانس 1.0 میلیمتر باتوجه به طول 16700 میلیمتر و,گروه ملی صنایع فولاد,,['سنبه شلیک اشتوسبانک'],,خوزستان,اهواز,گروه/های هدف:
100,ارایه راهبردهای و راهکارهای ارتقاء گردشگری کشاورزی بر پایه توسعه پایدار روستاهای استان مازندران,بررسی منابع و ظرفیت های موجود گردشگری کشاورزی استان. شناخت تاثیرات عمده گردشگری کشاورزی در وضع موجود. تاثیرات اقتصادی و معیشتی. تاثیرات اجتماعی – فرهنگی. تاثیرات زیست محیطی. جمع بندی و تحلیل,سازمان جهادکشاورزی استان مازندران,"کشاورزی و منابع طبیعی, توسعه روستایی",['راهبرد، گردشگری، توسعه پایدار، روستا'],ایران,مازندران,ساری,
101,مطالعه بوم گردی روستایی و کشاورزی استان آذربایجان غربی و ارایه راهکارهای عملیاتی توسعه کسب و کار مربوطه,در جهان امروز گردشگری روستایی به نوع جدیدی از گردشگری نوین و  مدیریت کشاورزی تبدیل شده است. الگوهای جدید توسعه روستایی، بهره برداری منطقی و کارا از منابع کشاورزی و روستایی را همراه با کشف مجدد میراث تاریخی و طبیعی به عنوان ابزاری برای رسیدن به توسعه پایدار پیشنهاد کرده است تا از این طریق عرصه برای ایجاد کسب و کارهای مکمل فرام گردد. گردشگری روستایی به عنوان یک شکل بالقوه گردشگری در نظر گرفته می شود که با تقاضا برای راه حل های پایدارترو مبتنی بر طبیعت افزایش یافته و می تواند به انعطاف پذیری قلمرو کمک کند.,اداره کل میراث فرهنگی گردشگری و صنایع دستی آذربایجان غربی,"علوم انسانی, برنامه ریزی گردشگری (توریسم)",['بوم گردی روستایی، آذربایجان غربی، گردشگری، توسعه کسب و کار'],ایران,آذربایجان غربی,ارومیه,گروه/های هدف:
102,تغییر لایه کاری بدنه پاتیل مذاب از حالت اجری به مونولیتیک,با بررسی های صورت گرفته، در این طرح تحقیقاتی جرم ‌های اسپینل آلومینایی، ابتدا در کف یک پاتیل به عنوان پایلوت ریخته و عملکرد آن بررسی و با شرایط موجود مقایسه می گردد. سپس بدنه پاتیل پوشش دهی میشود و عملکرد آن بررسی و در صورت مناسب بودن نتایج، بدنه و کف پاتیل جرم ریزی و کارایی آن بررسی خواهد شد.,پارک علم و فناوری خوزستان,فنی و مهندسی,['پاتیل، اسپینل آلومینایی'],ایران,خوزستان,اهواز,
103,رصد و ارزیابی برنامه رشد اقتصادی استان تهران با استفاده از شاخصهای موجود در آمارهای ثبتی,سازمان مدیریت و برنامه‌ریزی استان تهران برنامه رشد اقتصادی استان تهران را تنظیم نموده و در حال اجرای آن می‌باشد. لذا به منظور رصد برنامه مذکور لازم است این برنامه با استفاده از آمارهای ثبتی موجود در مقاطع زمانی کوتاه مدت (سه ماهه) مورد ارزیابی قرار گیرد تا در صورت هرگونه انحراف از مسیر و اهداف طرح ، برنامه مورد بازنگری و در صورت نیاز اصلاح قرار گیرد.,سازمان جهاد دانشگاهی تهران,علوم انسانی,['رشد اقتصادی، آمار ثبتی'],ایران,تهران,تهران,
104,مجموعه پدال ترمز,مشخصات,پارک علم و فناوری خوزستان,فنی و مهندسی,['پدال ترمز'],ایران,خوزستان,اهواز,
105,تدوین سیستم دینامیکی یکپارچه به منظور طراحی مکانیزم های تحقق رشد اقتصادی هدف گذاری شده برای استان تهران,بر اساس اعلام سازمان مدیریت و برنامه ریزی استان تهران، دستیابی به رشد اقتصادی 8 درصدی در افق چشم انداز جاری این استان تعریف شده است. بدیهی است دستیابی به چنین هدفی وابسته به هدف گذاری و عملکرد موثر در متغیرهای تاثیر گذار روی متغیر رشد اقتصادی است. شناسایی دقیق این متغیرها، نحوه ارتباط آنها و بررسی میزان تاثیر کمی آنها روی یکدیگر میتواند به عنوان یک ابزار مناسب جهت برنامهریزی استراتژیک و عملیاتی باشد.,سازمان جهاد دانشگاهی تهران,علوم انسانی,['رشد اقتصادی، سیستم دینامیکی'],ایران,تهران,تهران,
106,بهینه سازی مصرف سوخت در بخاری,ارتقاء تکنولوژی بخاری های سنتی و کاهش مصرف سوخت و آلودگی محیط زیست,شرکت گاز استان ایلام,"فنی و مهندسی, مهندسی سیستم های انرژی",['سوخت، بخاری'],ایران,ایلام,ایلام,
107,تولید بسته بندی فعال و هوشمند,بسته بندی هوشمند سیستمی است که قادر به انجام عملکردهای هوشمندانه (نظیر تشخیص، حس کردن، ثبت کردن، ردیابی، ارتباط و به کاربردن منطق علمی ) به منظور تسهیل تصمیم گیری در جهت افزایش زمان ماندگاری، افزایش ایمنی، بهبود کیفیت، فراهم کردن اطلاعات و هشدار درباره مشکلات احتمالی است.,پارک علم و فناوری استان مرکزی,فنی و مهندسی,['بسته، هوشمند'],ایران,مرکزی,اراک,
108,بررسی تاثیرات آلایندگی صنایع بزرگ مقیاس و ریز گردها بر روی جامعه و محیط زیست و محاسبه بار اقتصادی بیمارهای غیر واگیر (انواع سرطان ها، قلب و عروق، مشکلات تنفسی و...) ناشی از آلودگی صنایع مستقر در استان (محاسبه هزینه های مستقیم و غیر مستقیم تحمیلی بر نظام سلامت و مردم),اهداف طرح: 1- بررسی اثرات آلایندگی صنایع بزرگ مقیاس (صنایع نفت و گاز، پتروشیمی، نیروگاه اتمی، صنایع -,استانداری بوشهر,علوم انسانی,['آلایندگی صنایع بزرگ مقیاس، ریزگردها، بار اقتصادی، استان بوشهر، نظام سلامت'],ایران,بوشهر,بوشهر,
109,تهیه برد ptc,این برد در پنل patch های مربوط به فرایند ساخت LED می باشد که پس از اتمام فرایندهای اولیه تولید، اجزای پنل از هم جدا شده و به LED-SMT فله ای تبدیل می شود,شرکت الکتروپیک,فنی و مهندسی,['الکترونیک، برد'],ایران,مرکزی,آشتیان,
110,کنترل و مبارزه با آفت مینوز در باغات مرکبات,آفت مینوز نیز دارای دامنه بسیار وسیعی بوده و تا کنون بیش ازز 40 گونه گیاهی گزارش شده است. مگس مینوز بومی مناطق گرمسیر بوده و ابتدا در مکزیک و بخش‌های مرکزی و جنوبی آمریکا گزارش شد اما به سرعت به سایر کشورها در اروپا، آفریقا و آسیا گسترش یافت. این آفت در استان‌های خوزستان، کرمان، هرمزگان و تهران خسارت زیادی به محصولاتی مانند نخود، لوبیا، سبزی‌ها و گوجه‌فرنگی وارد کرده است.,پارک علم و فناوری استان مرکزی,کشاورزی و منابع طبیعی,['آلودگی، مینوز'],ایران,مرکزی,اراک,
111,بررسی علل شیوع افکار و اقدام به خودکشی و عوامل مرتبط با ان در بین نوجوانان و جوانان استان با تاکید بر دست یابی به حل مساله و الگوی مداخلات مناسب,آمار خودکشی از طریق مراجعه به مراکز و دستگاههای مرتبط  و اسناد مرتبط منتشره جمع آوری و بر حسب انواع خودکشی و متغیرهای اجتماعی دسته بندی می شوند.,استانداری,علوم انسانی,['خودکشی'],ایران,چهارمحال وبختیاری,شهرکرد,
